name	id	gender	language	variations	meaning
Pears	/m/05d7w7g	Male	Old French,Old English language	/m/05d7w7m,/m/05d7w76,/m/05d7w7b,/m/05d7w72	
Philene	/m/05d7vyn	Female	Greek Language	/m/05d7wht,/m/05d7vy2,/m/05d7srx,/m/05d7vyc,/m/05d7vxj,/m/05d7vx7	
Perkin	/m/05d7r3v	Male	Latin Language	/m/05d7vdf,/m/05d7w1w,/m/05d7t7r,/m/05d7v3q,/m/05d7tkq,/m/05d7v40,/m/05d7v3w,/m/05d7vdl,/m/05d7sk6,/m/05d7t40,/m/05d7tpx,/m/05d7v33,/m/05d7t8r,/m/05d7vdr,/m/05d7t1z,/m/05d7w20,/m/05d7sr7,/m/05d7r8b,/m/05d7s8h,/m/05d7tws,/m/05d7tz2,/m/05d7w1k,/m/05d7rj5,/m/05d7syj,/m/05d7v3d,/m/05d7w4f,/m/05d7stv,/m/05d7r3r,/m/05d7spp,/m/05d7rts,/m/05d7v37,/m/05d7w1q,/m/05d7v3k,/m/05d7v45,/m/05d7ryl	
Palma	/m/05d7ln3	Female	Old English language	/m/05d7lmw,/m/05d7lm_,/m/05d7lnr	
Oran	/m/05d7hsd	Male	Gaelic,Hebrew Language	/m/05d7k48,/m/05d7hqw,/m/05d7hrj,/m/05d7hs9,/m/05d7jyh,/m/05d7k4j,/m/05d7jz1	
Odelinda	/m/05d7hjj	Female	Hebrew Language,Old High German	/m/05d7hj8,/m/05d7hkg,/m/05d7hjd,/m/05d7hj4	
Nirvelli	/m/05d7fvm	Female			
Nimue	/m/05d7fpq	Female			
Rolph	/m/05d7_5s	Male	Old High German,Old English language	/m/05d8hjs,/m/05d8hgd,/m/05d8hfy,/m/05d8hgw,/m/05d7_nx,/m/05d7_5n,/m/05d8hfs,/m/05d8hh0,/m/05d7_50,/m/05d8hgq,/m/05d8hg7,/m/05d8hgk,/m/05d7_56,/m/05d8hg2,/m/05d8g6g,/m/05d7_59,/m/05d7_53,/m/05d7_5d,/m/05d7_5j	
Nedo	/m/05d75wx	Female	English Language,Slavic language	/m/05d75ws,/m/05d75ym,/m/05d75w2,/m/05d761g,/m/05d75xj,/m/05d761m	
Nachik	/m/05d720l	Male	Hindi Language	/m/05d720b	
Nafiza	/m/05d70g4	Female	Arabic Language	/m/05d70g0,/m/05d70hd,/m/05d70gd,/m/05d70gs	
Minka	/m/05d6xd8	Female			
Melvin	/m/05d6ssw	Male		/m/05d6ssr,/m/05d6ssm,/m/05d6stn,/m/05d6ssz	
Metabel	/m/05d6pz7	Male	Hebrew Language	/m/05d6q5k,/m/05d6q4f,/m/05d6q42,/m/05d6q4y,/m/05d6q6y	
Tila	/m/05d6k92	Female	Old High German	/m/05d6kf3,/m/05d6k8v,/m/05d6lmw,/m/05d6k9x,/m/05d6l04,/m/05d6k8z,/m/05d6l26,/m/05d6kd2,/m/05d6l5x,/m/05d6k9c,/m/05d6kbf,/m/05d6kc6,/m/05d6kyx,/m/05d6l3y,/m/05d6llx	
Morlee	/m/05d6_tk	Male	English Language	/m/05d6_tg,/m/05d6_v4,/m/05d6_ww,/m/05d6_tv,/m/05d6_vs	
Amad	/m/05d6_d9	Male	Arabic Language	/m/05d6_t7,/m/05d6_hv,/m/05d6_t2,/m/05d6_jf,/m/05d6_jx,/m/05d6_j8,/m/05d6_sm,/m/05d6_jl,/m/05d6_sg,/m/05d6_hl,/m/05d6_sy,/m/05d708f,/m/05d6_ss,/m/05d6_jr,/m/05d6_j1,/m/05d6_hp	
Maceo	/m/05d5nzd	Male	Old French,Old English language	/m/05d5ny_,/m/05d5nz8,/m/05d5p6_	
Leauna	/m/05d5d70	Female			
Laura	/m/05d5804	Female	Latin Language	/m/05d58hy,/m/05d5b8p,/m/05d58h9,/m/05d5b8t,/m/05d584y,/m/05d59nx,/m/05d58x_,/m/05d598x,/m/05d58sn,/m/05d59jt,/m/05d5bln,/m/05d58wc,/m/05d5801,/m/05d583_,/m/05d594j,/m/05d59f_,/m/05d58ps,/m/05d58m1,/m/05d5blt,/m/05d58jj,/m/05d581q,/m/05d5b9n,/m/05d5956,/m/05d57yj,/m/05d5b32,/m/05d58y4	
Kismet	/m/05d576c	Female	English Language		
Lancelot	/m/05d56t0	Male	Old French,Old High German	/m/05d56t5,/m/05d56sy,/m/05d56tl	
Kyler	/m/05d55hk	Male	Dutch Language		
Kavi	/m/05d514g	Male	Hindi Language		
Kaniel	/m/05d4zyc	Male	Hebrew Language		
Kalama	/m/05d4zf3	Female	Hawaiian language		
Kajol	/m/05d4z5r	Female	Hindi Language		
Yasmine	/m/05d4w66	Female	Persian Language	/m/05d4w5q,/m/05d4w5z,/m/05d4vsd,/m/05d4w5g,/m/05d4wf3,/m/05d4w57,/m/05d4wfp,/m/05d4vs4,/m/05d4wfd	
Japera	/m/05d4vhf	Female		/m/05d4vhj	
Jal	/m/05d4rkz	Male	English Language		
Howie	/m/05d4qpm	Male	English Language	/m/05d4qp_,/m/05d4qph	
Haya	/m/05d4prb	Female	Japanese Language		
Gerrie	/m/05d4m6m	Female		/m/05d4mbs,/m/05d4md8,/m/05d4mf3,/m/05d4mg2,/m/05d4m6j,/m/05d4mcm,/m/05d4mb9,/m/05d4mbf,/m/05d4mh6	
Sakis	/m/064r65d				
Georgi	/m/05d4dhn	Male	Greek Language	/m/05d4ds_,/m/05d4dhk,/m/05d4h7q,/m/05d4fc6,/m/05d4hx3,/m/05d4hm3,/m/05d4g8l,/m/05d4h5c,/m/05d4hc4,/m/05d4dx5,/m/05d4fbn,/m/05d4h5s,/m/05d4fq7,/m/05d4h9t,/m/05d4g17,/m/05d4gqf,/m/05d4hxf,/m/05d4gpz,/m/05d4f6_,/m/05d4hds,/m/05d4hxl,/m/05d4hmv,/m/05d4f0c,/m/05d4hy3,/m/05d4gh2,/m/05d4fkp,/m/05d4hz3,/m/05d4fy_,/m/05d4hp7,/m/05d4fdq,/m/05d4hk9,/m/05d4fw4,/m/05d4gt9,/m/05d4h1w,/m/05d4gy8,/m/05d4hx8	
Gelsey	/m/05d4cxx	Female	Persian Language	/m/05d4d0l,/m/05d4cxt	
Gargi	/m/05d4cjc	Female	Hindi Language		
Kathreen	/m/05d4_0c	Female	Greek Language	/m/05d4_vq,/m/05d4_wy,/m/05d5048,/m/05d504l,/m/05d5043,/m/05d4_w4,/m/05d4_ws,/m/05d504f,/m/05d503t,/m/05d4_w9,/m/05d503z,/m/05d4_x7,/m/05d4_08,/m/05d5093,/m/05d4_wm,/m/05d4_pf,/m/05d50xj,/m/05d4_v_,/m/05d503n,/m/05d4_wg,/m/05d4_vv,/m/05d4_j2,/m/05d4_x2,/m/05d504x,/m/05d504r,/m/05d4__3	
Galway	/m/05d49m7	Male	Latin Language	/m/05d49mc	
Flan	/m/05d4845	Male,Female	Old French	/m/05d4841,/m/05d484h	
Fergie	/m/05d47cg	Male		/m/05d47ct,/m/05d47d9,/m/05d47ds,/m/05d47ck	
Faxon	/m/05d46ps	Male			
Eberardo	/m/05d3xzq	Male		/m/05d3xz3,/m/05d3xzl,/m/05d3xz7,/m/05d3xzt,/m/05d3xy_	
Elise	/m/05d3xny	Female	Spanish Language	/m/05d3xnv,/m/05d3_j2,/m/05d40hh,/m/05d4043,/m/05d403c,/m/05d403z,/m/05d403t,/m/05d3z_4,/m/05d3zmz,/m/05d403h,/m/05d40hb,/m/05d40zt,/m/05d3_j_,/m/05d3zm8,/m/05d3xmj,/m/05d3zm3,/m/05d3_bs,/m/05d3_n6,/m/05d3_xp,/m/05d404x,/m/05d3zxp,/m/05d3z_1,/m/05d40hn,/m/05d404f,/m/05d416r,/m/05d40lk,/m/05d403n,/m/05d3_4l,/m/05d40h5,/m/05d3_rj,/m/05d3_5k,/m/05d3zf5,/m/05d4118,/m/05d3zmf,/m/05d3z7s,/m/05d4048,/m/05d4034	
Dud	/m/05d3wdv	Male	Old English language	/m/05d3wfg,/m/05d3wdl,/m/05d3wdq	
Dharma	/m/05d3rry	Male	Hindi Language		
Deepak	/m/05d3q9w	Male	Hindi Language		
Konrad	/m/05d3hp8	Male	Old High German	/m/05d3gr9,/m/05d3j4z,/m/05d3hps,/m/05d3hp4,/m/05d3hqh,/m/05d3gr5,/m/05d3jf1,/m/05d3j65	
Clifton	/m/05d3hhz	Male	Old English language	/m/05d3hjc,/m/05d3hhv	
Corene	/m/05d3h1b	Female	Greek Language	/m/05d3hxt,/m/05d3hxn,/m/05d3hx6,/m/05d3hxc,/m/05d3j4c,/m/05d3h5s,/m/05d3h11,/m/05d3j4n,/m/05d3h50,/m/05d3h63,/m/05d3h58,/m/05d3j42	
Codie	/m/05d3g76	Male	Old English language	/m/05d3g6z	
Chyou	/m/05d3f4k	Female	Chinese language		
Cass	/m/05d35jq	Female	Greek Language	/m/05d35ky,/m/05d364y,/m/05d35jm,/m/05d35jj,/m/05d35jy,/m/05d364m,/m/05d368p	
Cleberson	/m/0ddf11t				
Halim	/m/025sgdv				
Yorgos	/m/0dlkc1y				
Rafer	/m/0ds664r				
Dragutin	/m/0c02fg2				
Arielle	/m/0by1m9n				
Dehlavi	/m/0dd8n6k				
Abinadab	/m/0hxkl				
Pinhas 	/m/0gynwxk				
Svitlana	/m/0by0hts				
Tevita	/m/0bmh6fh				
Niilo	/m/09gg0rg				
Ezekyel	/m/05d46c5	Male	Hebrew Language	/m/05d46m7	
Mutsuko	/m/05d70_l	Female	Japanese Language		
Elpeth	/m/05d3zqb	Female		/m/05d40l2,/m/05d400z,/m/05d40k7,/m/05d4134,/m/05d4154,/m/05d415y,/m/05d418m,/m/05d414j,/m/05d40ld,/m/05d3_yv,/m/05d3_vn,/m/05d4162,/m/05d414p,/m/05d4159,/m/05d40lk,/m/05d415m,/m/05d415g,/m/05d40l7,/m/05d3zq7,/m/05d414_,/m/05d3_8y,/m/05d414v,/m/05d40c0,/m/05d410n,/m/05d3_gv,/m/05d40lq,/m/05d3zsx,/m/05d3_q2,/m/05d3_dt,/m/05d3zgg	
Shoshannah	/m/05d8skk	Female	Hebrew Language	/m/05d8tc_,/m/05d8skg,/m/05d8tdl,/m/05d8td6	
Petronella	/m/05d7vpj	Female	Latin Language	/m/05d7w9y,/m/05d7w9g,/m/05d7wl9,/m/05d7vpf,/m/05d7xnv,/m/05d7w9c,/m/05d7wl4,/m/05d7wk_,/m/05d7w9s,/m/05d7wkv,/m/05d7w9m	
Zayit	/m/05d9v6k	Female	Hebrew Language		
Duranjaya	/m/05d3v4d	Male	Hindi Language		
Luca	/m/05d5mlx	Male	Latin Language	/m/05d5nbw,/m/05d5ncb,/m/05d5nt0,/m/05d5mp9,/m/05d5nbk,/m/05d5n1w,/m/05d5n09,/m/05d5nc5,/m/05d5msg,/m/05d5nbq,/m/05d5nsn,/m/05d5nc0,/m/05d5mwb,/m/05d5nn2,/m/05d5mlt	
Rey	/m/05d81td	Male	Old Norse,Old High German	/m/05d81rf,/m/05d81r5,/m/05d81sv,/m/05d81s8,/m/05d81qy,/m/05d81t3,/m/05d81rq,/m/05d81r_,/m/05d81sk,/m/05d820b	
Adelfrid	/m/05d1zgp	Male	Old High German	/m/05d1zfw,/m/05d1zmh,/m/05d1zm8,/m/05d1zgl	
Nolen	/m/05d7f2r	Male	Gaelic	/m/05d7f2w,/m/05d7f3m,/m/05d7f3_,/m/05d7f37	
Aphrodesia	/m/05d2gtb	Female	Greek Language	/m/05d2gtg,/m/05d2gtz	
Alphonso	/m/05d28rd	Male	Old High German	/m/05d28x8,/m/05d28q0,/m/05d28y3,/m/05d28yt,/m/05d28xf,/m/05d28r9,/m/05d28x3	
Anitia	/m/05d2d71	Female	Hebrew Language	/m/05d2cz3,/m/05d2cyq,/m/05d2cym,/m/05d2d69,/m/05d2cyt,/m/05d2d6k,/m/05d2dy6,/m/05d2f07,/m/05d2d6f,/m/05d2cyx,/m/05d2d6t,/m/05d2d5x,/m/05d2d5_,/m/05d2d6y,/m/05d2f2s,/m/05d2d63,/m/05d2d66,/m/05d2d6p,/m/05d2cz0	
Alexine	/m/05d2mmd	Female	Greek Language	/m/05d2p8c,/m/05d2n_b,/m/05d2p0n,/m/05d2p64,/m/05d2p1z,/m/05d2pdt,/m/05d2nhx,/m/05d2m__,/m/05d2n8l,/m/05d2mwg,/m/05d2pdh,/m/05d2nt_,/m/05d2np9,/m/05d2nfd,/m/05d2n5l,/m/05d2pdn,/m/05d2p3f,/m/05d2pdz,/m/05d2mm9,/m/05d2nx_,/m/05d2nb0,/m/05d2m_1,/m/05d2nrw,/m/05d2p3j	
Glenna	/m/05d4nb1	Female	Gaelic		
Sunita	/m/05d8zj6	Female	Hindi Language	/m/05d8zhz	
Vairaja	/m/05d9d57	Male	Hindi Language		
Jaen	/m/05d4rd8	Female	Hebrew Language		
Sydell	/m/05d8s6p	Male,Female	Old English language,Old French	/m/05d8s71,/m/05d917p,/m/05d90gh,/m/05d90fj,/m/05d90fm,/m/05d90fv,/m/05d9194,/m/05d916j,/m/05d90g1,/m/05d8s6t,/m/05d90g8,/m/05d913q,/m/05d911d	
Lyndsey	/m/05d5hfj	Female	Old English language	/m/05d5jcn,/m/05d5hf4,/m/05d5hds,/m/05d5hf8,/m/05d5hdz,/m/05d5hdw,/m/05d5hfd,/m/05d5hf1	
Mozelle	/m/05d6_50	Female	Hebrew Language	/m/05d6_4j,/m/05d6_4s	
Erikson	/m/05d43h3	Male		/m/05d43gw,/m/05d43qw,/m/05d42sr	
Luce	/m/05d5kgh	Female	Latin Language	/m/05d5ls4,/m/05d5lr_,/m/05d5n5v,/m/05d5lsg,/m/05d5n38,/m/05d5ls9,/m/05d5lss,/m/05d5m79,/m/05d5m_9,/m/05d5ltg,/m/05d5mxz,/m/05d5kgd,/m/05d5lsm,/m/05d5n4j,/m/05d5kny	
Oddvar	/m/05d7gv0	Male			
Maurizio	/m/05d6mj9	Male	French Language,Latin Language,Old English language	/m/05d6mj6,/m/05d6mmd,/m/05d6mrt,/m/05d6mxh,/m/05d6mxb,/m/05d6ncx,/m/05d6n4j,/m/05d6mx6,/m/05d6mtw,/m/05d6n4v,/m/05d6mzb,/m/05d6ndm,/m/05d6mxn,/m/05d6n00,/m/05d6n4p,/m/05d6n48,/m/05d6n4c	
Nevea	/m/05d7754	Female	Spanish Language	/m/05d773r,/m/05d774m,/m/05d774x	
Kamilah	/m/05d4_48	Female	Arabic Language	/m/05d4_45,/m/05d4_41	
Corbin	/m/05d3h9q	Male	Old French	/m/05d3hm3,/m/05d3hbz,/m/05d3h9m,/m/05d3jd6,/m/05d3hm0,/m/05d3jdc	
Adela	/m/05d1_3b	Female	Hebrew Language,Latin Language	/m/05d1_2g,/m/05d1xyx,/m/05d3qqw,/m/05d1_12,/m/05d1_36,/m/05d1_2z,/m/05d1_22,/m/05d1_26,/m/05d1_1v,/m/05d1_0l,/m/05d1_83,/m/05d1_1b,/m/05d1_0b,/m/05d1_1g,/m/05d1_2q,/m/05d1_06,/m/05d1_0v,/m/05d1_1q,/m/05d3qr4,/m/05d1xz5	
Pragya	/m/05d7ytf	Female	Hindi Language		
Pace	/m/05d7msl	Male	French Language	/m/05d7msh,/m/05d7nf5,/m/05d7nj8,/m/05d7ngd,/m/05d7nfb,/m/05d7nfw	
Lucy	/m/05d5kpb	Female	Latin Language	/m/05d5m56,/m/05d5n33,/m/05d5n38,/m/05d5kp7,/m/05d5m7z,/m/05d5m_m,/m/05d5m5j,/m/05d5n3f,/m/05d5m11,/m/05d5n3l,/m/05d5m5c,/m/05d5m0p,/m/05d5kgt,/m/05d5n4v,/m/05d5m0f,/m/05d5n3r,/m/05d5my8,/m/05d5n64	
Paxton	/m/05d7q2c	Female,Male	Old English language,Latin Language	/m/05d7q1j,/m/05d7q1t,/m/05d7qsz,/m/05d7q22	
Soham	/m/05d8v_5	Male	Hindi Language		
Addi	/m/05d1z47	Female		/m/05d1zfg,/m/05d1zf4,/m/05d1zf9	
Abdia	/m/05d1wct	Male	Hebrew Language	/m/05d1wcj	
Pratiksha	/m/05d7x5h	Female	Hindi Language		
Kenni	/m/05d51wm	Male,Female		/m/05d526p,/m/05d525n,/m/05d533w,/m/05d527v,/m/05d51wj,/m/05d5345,/m/05d533q,/m/05d533k,/m/05d5294,/m/05d5340,/m/05d5232,/m/05d520q	
Urjavaha	/m/05d9d29	Male	Hindi Language		
Forbes	/m/05d48xw	Male	Old English language		
Laboni	/m/05d5bjj	Female	Hindi Language	/m/05d59t_	
Hiten	/m/05d4r87	Male	Hindi Language		
Quinn	/m/05d7_2k	Male,Female	Latin Language,Greek Language,Gaelic	/m/05d7_9g,/m/05d7_8r,/m/05d7_91,/m/05d7_b3	
Howard	/m/05d4qpc	Male	English Language	/m/05d4qph,/m/05d4qpr	
Fawne	/m/05d46dq	Female	Latin Language,Old French	/m/05d46q7,/m/05d46dm,/m/05d46cz,/m/05d46qn	
Rubert	/m/05d2wd3	Male	Old English language	/m/05d2wbt,/m/05d2wcf,/m/05d2wc7,/m/05d2xdz,/m/05d2wc_,/m/05d2vnk,/m/05d2wcn,/m/05d2wbq,/m/05d2yjq,/m/05d2wbj,/m/05d2wbx,/m/05d2xrf,/m/05d2wc3,/m/05d2wl_,/m/05d2ym1,/m/05d2wcw,/m/05d2wcj,/m/05d2wcb,/m/05d2wc0,/m/05d2wlv,/m/05d2wcs,/m/05d2wbf,/m/05d2wbm	
Izza	/m/05d21zv	Female		/m/05d21_g,/m/05d2200,/m/05d21_3,/m/05d21zy	
Quinto	/m/05d7y55	Male	Latin Language	/m/05d7zxj,/m/05d7ycm,/m/05d7y52,/m/05d7zx1,/m/05d7zxc,/m/05d7ykp,/m/05d7y98,/m/05d7zx6,/m/05d7yds	
River	/m/05d878k	Male	French Language,Latin Language	/m/05d8804,/m/05d878f	
Urvasi	/m/05d9c5j	Female	Hindi Language		
Chal	/m/05d39b8	Male	English Language		
Audora	/m/05d2lf_	Female			
Romain	/m/05d8cbn	Male	Italian Language	/m/05d8cbd,/m/05d8cb4,/m/05d8c9x	
Sanders	/m/05d23v1	Male	Greek Language,Middle English	/m/05d23tz,/m/05d24t5,/m/05d25sd,/m/05d25m3,/m/05d259j,/m/05d25mf,/m/05d23pm,/m/05d24yp,/m/05d246l,/m/05d8mc7,/m/05d25mr,/m/05d25sk,/m/05d25lz,/m/05d24_0,/m/05d25sw,/m/05d25lp,/m/05d8mbz,/m/05d25t0,/m/05d8mbd,/m/05d24ct,/m/05d250m,/m/05d25cx,/m/05d240l,/m/05d24qf,/m/05d25sq,/m/05d25w9,/m/05d254x,/m/05d25m8,/m/05d25ml,/m/05d24g3,/m/05d8mbp	
Zelmora	/m/05d9wk3	Female	Hebrew Language	/m/05d9wjy,/m/05d9wsz,/m/05d9wk0,/m/05d9wkj	
Kalie	/m/05d4xvf	Female	Dutch Language	/m/05d4xvk	
Oktay	/m/064lrbt				
Nedda	/m/05d75wn	Female	English Language,Slavic language	/m/05d7616,/m/05d7620,/m/05d75xd,/m/05d761m,/m/05d75yb,/m/05d75wk	
Niya	/m/05d4zxx	Female		/m/05d4zxn	
Fantasia	/m/05d465r	Female	Latin Language	/m/05d465c,/m/05d465m	
Veniamin	/m/05zm783				
Armond	/m/05d2hq1	Male	French Language	/m/05d2hpy,/m/05d2hpv,/m/05d2hql,/m/05d2hpr,/m/05d2hpn,/m/05d2jj4	
Soma	/m/05d8wmr	Male	Hungarian		
Remmie	/m/05d85sm	Male	Old English language	/m/05d85sw,/m/05d85t7,/m/05d85tw,/m/05d85sh	
Sapphire	/m/05d8mk1	Female	Greek Language	/m/05d8mk5,/m/05d8mkf	
Newlin	/m/05d77d3	Male	Old French,Old English language	/m/05d783n,/m/05d77ft,/m/05d77tt,/m/05d783t,/m/05d77tz,/m/05d77tn	
Sadey	/m/05d8l9g	Female	Hebrew Language	/m/05d8ld6,/m/05d8mjn,/m/05d8m0p,/m/05d8l9c,/m/05d8m1p,/m/05d8lwp,/m/05d8m8z,/m/05d8lq_,/m/05d8lqs,/m/05d8mqh,/m/05d8m2v,/m/05d8l_v,/m/05d8n4b,/m/05d8myj,/m/05d8m44,/m/05d8n2q	
Reiko	/m/05d85dw	Female	Japanese Language		
Mayer	/m/05d6pls	Male	Hebrew Language,German Language,Latin Language	/m/05d6q9n,/m/05d6qc9,/m/05d6qbd,/m/05d6q3b,/m/05d6q91,/m/05d6plp,/m/05d6q8x	
Merna	/m/05d71k1	Female	Gaelic	/m/05d71jt,/m/05d71l5,/m/05d71md,/m/05d71jy,/m/05d71kk,/m/05d71jp	
Indra	/m/05d4rp0	Male	Hindi Language		
Thomasa	/m/05d974j	Female	Greek Language	/m/05d9747,/m/05d978n,/m/05d979d,/m/05d978w,/m/05d974b,/m/05d978f,/m/05d9744,/m/05d974f,/m/05d980t,/m/05d9810	
Jelani	/m/05d4tbk	Male			
Newbold	/m/05d77g1	Male	Old French,Old English language	/m/05d77dc,/m/05d77f7,/m/05d77d7,/m/05d77dn,/m/05d77fj,/m/05d77ft	
Jaione	/m/05d4r9s	Female	Basque Language		
Cesar	/m/05d39ln	Male	Latin Language	/m/05d39wm,/m/05d39lk	
Alyshia	/m/05d25hl	Female	Old High German,Greek Language	/m/05d26nd,/m/05d2791,/m/05d278d,/m/05d278k,/m/05d25hh,/m/05d2796,/m/05d2710,/m/05d277_,/m/05d2701,/m/05d286r,/m/05d279v,/m/05d279c,/m/05d26qh,/m/05d278x,/m/05d26y3,/m/05d2660,/m/05d26_y,/m/05d279j,/m/05d27y9,/m/05d279p,/m/05d2808,/m/05d278r,/m/05d262v,/m/05d286x,/m/05d2787,/m/05d2706	
Gaines	/m/05d49g1	Female	Middle English	/m/05d4blp,/m/05d4bkj,/m/05d49g5,/m/05d4bl0	
Carlo	/m/05d33dv	Male	Old English language	/m/05d39zb,/m/05d34h2,/m/05d3bn0,/m/05d350_,/m/05d34h7,/m/05d352s,/m/05d39zv,/m/05d38w9,/m/05d39rp,/m/05d34hr,/m/05d39z5,/m/05d33qb,/m/05d39ts,/m/05d3b01,/m/05d33dr,/m/05d39sm,/m/05d34hd,/m/05d33cm,/m/05d39_c,/m/05d351t,/m/05d3bx5,/m/05d33l7	
Deepali	/m/05d3q9m	Female	Hindi Language		
Tamika	/m/05d92j4	Female	Sanskrit Language,Hebrew Language	/m/05d92hs,/m/05d92hx,/m/05d92zg,/m/05d92hn,/m/05d92j0	
Lvovich	/m/0640txb				
Alojzy	/m/06_wzk4				
Frasier	/m/05d4b84	Male	Old French	/m/05d4b81,/m/05d4bhs,/m/05d4b7m,/m/05d4b79	
Edwyna	/m/05d3xtk	Female	German Language	/m/05d3y2c,/m/05d3y31,/m/05d3y2j,/m/05d3xtg	
Arnar	/m/06_x9rq				
Donnelly	/m/05d3sx8	Male		/m/05d3swq,/m/05d3sx0,/m/05d3swy,/m/05d3svt,/m/05d3sw1,/m/05d3swg	
Emrys	/m/05d43b7	Male	Welsh Language	/m/05d441d,/m/05d4415,/m/05d43b4	
Domos	/m/05d3t33	Male	Hungarian	/m/05d3vcd,/m/05d3vc3	
Emalia	/m/05d41t6	Female	Latin Language		
Quinby	/m/05d7yj0	Male			
Ma	/m/05d8lyy	Female	Arabic Language	/m/05d8lz9,/m/05d8lyp,/m/05d8lyt	
Devaki	/m/05d3rk7	Female	Hindi Language		
Aksana	/m/05d20jw	Female	Russian Language	/m/05d20jm	
Rafaella	/m/05d80rz	Female	Hebrew Language	/m/05d80s2	
Sybilline	/m/05d8sg1	Female	Greek Language	/m/05d8sr1,/m/05d8v2s,/m/05d8tnz,/m/05d8sqx,/m/05d8spz,/m/05d8sql,/m/05d8sq3,/m/05d8sqf,/m/05d8sfz,/m/05d8sqr,/m/05d8tm0,/m/05d8sq8,/m/05d8shq	
Raman	/m/05d7_xy	Male	Hindi Language		
Asmita	/m/05d2k78	Female	Hindi Language		
Eston	/m/05d431v	Male	Latin Language	/m/05d431y	
Kilian	/m/05d55pz	Male	Dutch Language,Gaelic	/m/05d55zw,/m/05d55pp	
Medha	/m/05d6qk_	Female	Hindi Language		
Kajsa	/m/05d4z5h	Female	Swedish Language	/m/05d4z57	
Norine	/m/05d7f16	Female	Latin Language,Greek Language	/m/05d7f8p,/m/05d7f13,/m/05d7f8v,/m/05d7f92	
Stein	/m/05d8xcd	Male	German Language	/m/05d8xyy,/m/05d8z0m,/m/05d8z17,/m/05d8xc9,/m/05d8z12,/m/05d8z0y,/m/05d8z0g,/m/05d8z0s,/m/05d8z09	
Natane	/m/05d75hx	Female			
Aysegül	/m/05d2pnb	Female	Turkish Language		
Griffith	/m/05d4nlg	Male	Welsh Language	/m/05d4nlv,/m/05d4nlb	
Petrine	/m/05d7v19	Female	Latin Language	/m/05d7tvh,/m/05d7wj_,/m/05d7xpx,/m/05d7v2f,/m/05d7v0y,/m/05d7wl4,/m/05d7xmx,/m/05d7v11,/m/05d7v1p,/m/05d7ttt,/m/05d7v15	
Nevins	/m/05d776p	Male	Old English language,Gaelic,German Language	/m/05d776l,/m/05d77gg,/m/05d77gz	
Munro	/m/05d6zr8	Male	Scottish Gaelic language	/m/05d6zs3,/m/05d6zr4,/m/05d6zsm	
Obelix	/m/05d7fvc	Male	Greek Language	/m/05d7gft	
Janka	/m/05mqhjh				
Garridan	/m/05d4cn8	Male	English Language		
Nabelung	/m/05d714t	Female			
Adalgisa	/m/05d1x_b	Female	Old High German	/m/05d1ycj,/m/05d1ycs	
Caroll	/m/05d332y	Female		/m/05d332v,/m/05d34f5,/m/05d3344,/m/05d333c,/m/05d332m,/m/05d34pl,/m/05d332q,/m/05d332h	
Chane	/m/05d3cmy	Male,Female	Swahili Language,Hindi Language		
Marlan	/m/06408bm				
Jordyn	/m/05d4xgp	Female	Hebrew Language	/m/05d4ydy,/m/05d4yf6,/m/05d4xr9,/m/05d4ydn,/m/05d4xg5	
Jessie	/m/05d4xf4	Female	Hebrew Language	/m/05d4xdj,/m/05d4xds,/m/05d4xdd,/m/05d4xdx,/m/05d4xd4,/m/05d4xd0	
Salwa	/m/05d8krt	Female	Arabic Language	/m/05d8kry	
Rinaldo	/m/05d84rd	Male	Old English language	/m/05d84t0,/m/05d8564,/m/05d857m,/m/05d8569,/m/05d85h3,/m/05d85gt,/m/05d855_,/m/05d858y,/m/05d850k,/m/05d853p,/m/05d85gz,/m/05d851x,/m/05d85b1,/m/05d855v	
Fern	/m/05d47kv	Female	Old English language	/m/05d47lq,/m/05d47mc,/m/05d47kz,/m/05d47l5	
Barby	/m/05d2q38	Female	Latin Language,Greek Language	/m/05d2qnl,/m/05d2qyr,/m/05d2qq2,/m/05d2qp6,/m/05d2qxl,/m/05d2qg3,/m/05d2qy4,/m/05d2qbv,/m/05d2qxf,/m/05d2qdm	
Lavin	/m/05d58nz	Female	Latin Language	/m/05d58p2,/m/05d58p9	
Lene	/m/03c2vfm	Female	Hebrew Language,German Language,Norwegian Language	/m/05d5psp,/m/05d5pr7,/m/05d5prx,/m/05d5psv,/m/05d5rnz,/m/05d5pqs,/m/05d5q0p,/m/05d5prq,/m/05d5pqm,/m/05d5p8l,/m/05d5q0j,/m/05d5q0c,/m/05d5qj2,/m/05d5qn0,/m/05d5ps_,/m/05d5pjt,/m/05d65qm,/m/05d5q1m,/m/05d5q0v,/m/05d5prk,/m/05d5psj,/m/05d5pqy,/m/05d5ps1,/m/05d5q5j,/m/05d5pt4,/m/05d5pr2,/m/05d5qh2,/m/05d5q1g,/m/05d5q14,/m/05d5psc,/m/05d5qjb,/m/05d66gv,/m/05d5pf3,/m/05d5pt9,/m/05d5prd,/m/05d66f_,/m/05d5q0_	
Diggu	/m/02vq054				
Ajit	/m/02y_82c	Male	Hindi Language		
Naji	/m/02pb3cx	Male			
